query_id,query,positive_standard,positive_title,product,description,style,specificity,source_fields,hard_negative_codes,review_status,review_notes
fcq_is_3466_1988_06,Need the Indian Standard covering MASONRY CEMENT,IS 3466: 1988,MASONRY CEMENT,cement,MASONRY CEMENT,natural_language,specific,title,IS 1237: 1980;IS 12592: 2002;IS 7319: 1974;IS 3037: 1986,generated_from_metadata,
fcq_is_3466_1988_07,"cement, flooring",IS 3466: 1988,MASONRY CEMENT,cement,flooring,boq_short,general_but_sufficient,canonical_product;application,IS 1237: 1980;IS 12592: 2002;IS 7319: 1974;IS 3037: 1986,generated_from_metadata,
fcq_is_3466_1988_08,lime pozzolana mixture for flooring,IS 3466: 1988,MASONRY CEMENT,lime pozzolana mixture,flooring,alias,general_but_sufficient,product_aliases;application,IS 1237: 1980;IS 12592: 2002;IS 7319: 1974;IS 3037: 1986,generated_from_metadata,
fcq_is_3466_1988_09,lime-pozzolana concrete for flooring,IS 3466: 1988,MASONRY CEMENT,lime-pozzolana concrete,flooring,alias,general_but_sufficient,product_aliases;application,IS 1237: 1980;IS 12592: 2002;IS 7319: 1974;IS 3037: 1986,generated_from_metadata,
fcq_is_3466_1988_10,masonry cement for flooring,IS 3466: 1988,MASONRY CEMENT,masonry cement,flooring,alias,general_but_sufficient,product_aliases;application,IS 1237: 1980;IS 12592: 2002;IS 7319: 1974;IS 3037: 1986,generated_from_metadata,
fcq_is_3564_1995_01,HYDRAULICALLY REGULATED DOOR CLOSER standard,IS 3564: 1995,HYDRAULICALLY REGULATED DOOR CLOSER,door,HYDRAULICALLY REGULATED DOOR CLOSER,product_only,specific,primary_subject,IS 14912: 2001;IS 7197: 1974;IS 15491: 2004;IS 3087: 1985,generated_from_metadata,
fcq_is_3564_1995_02,Need the Indian Standard covering HYDRAULICALLY REGULATED DOOR CLOSER,IS 3564: 1995,HYDRAULICALLY REGULATED DOOR CLOSER,door,HYDRAULICALLY REGULATED DOOR CLOSER,natural_language,specific,title,IS 14912: 2001;IS 7197: 1974;IS 15491: 2004;IS 3087: 1985,generated_from_metadata,
fcq_is_3583_1988_01,BURNT CLAY PAVING BRICKS standard,IS 3583: 1988,BURNT CLAY PAVING BRICKS,brick,BURNT CLAY PAVING BRICKS,product_only,specific,primary_subject,IS 2222: 1991;IS 5779: 1986;IS 10360: 1982;IS 5437: 1994,generated_from_metadata,
fcq_is_3583_1988_02,Need the Indian Standard covering BURNT CLAY PAVING BRICKS,IS 3583: 1988,BURNT CLAY PAVING BRICKS,brick,BURNT CLAY PAVING BRICKS,natural_language,specific,title,IS 2222: 1991;IS 5779: 1986;IS 10360: 1982;IS 5437: 1994,generated_from_metadata,
fcq_is_3589_2001_01,"SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE standard",IS 3589: 2001,"SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE",pipe,"SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE",product_only,specific,primary_subject,IS 4270: 2001;IS 5531: 1988;IS 14402: 1996;IS 12709: 1994,generated_from_metadata,
fcq_is_3589_2001_02,steel pipe for sewerage,IS 3589: 2001,"SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE",pipe,steel product for sewerage,material_application,specific,canonical_product;material;application,IS 4270: 2001;IS 5531: 1988;IS 14402: 1996;IS 12709: 1994,generated_from_metadata,
fcq_is_3589_2001_03,Supply pipe meeting Indian Standard requirements for sewerage; carry sewage; steel,IS 3589: 2001,"SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE",pipe,sewerage; carry sewage; steel,tender_sentence,specific,canonical_product;application;function;material,IS 4270: 2001;IS 5531: 1988;IS 14402: 1996;IS 12709: 1994,generated_from_metadata,
fcq_is_3589_2001_04,"Need the Indian Standard covering SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE",IS 3589: 2001,"SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE",pipe,"SEAMLESS OR ELECTRICALLY WELDED STEEL PIPES FOR WATER, GAS AND SEWAGE",natural_language,specific,title,IS 4270: 2001;IS 5531: 1988;IS 14402: 1996;IS 12709: 1994,generated_from_metadata,
fcq_is_3622_1977_01,SANDSTONE (SLABS AND TILES) standard,IS 3622: 1977,SANDSTONE (SLABS AND TILES),tile,SANDSTONE (SLABS AND TILES),product_only,specific,primary_subject,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_02,tile required to roofing,IS 3622: 1977,SANDSTONE (SLABS AND TILES),tile,required to roofing,product_function,specific,canonical_product;function,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_03,tile for roofing,IS 3622: 1977,SANDSTONE (SLABS AND TILES),tile,for roofing,product_application,specific,canonical_product;application,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_04,Supply tile meeting Indian Standard requirements for roofing; roofing,IS 3622: 1977,SANDSTONE (SLABS AND TILES),tile,roofing; roofing,tender_sentence,specific,canonical_product;application;function,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_05,Need the Indian Standard covering SANDSTONE (SLABS AND TILES),IS 3622: 1977,SANDSTONE (SLABS AND TILES),tile,SANDSTONE (SLABS AND TILES),natural_language,specific,title,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_06,"tile, roofing",IS 3622: 1977,SANDSTONE (SLABS AND TILES),tile,roofing,boq_short,general_but_sufficient,canonical_product;application,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_07,clay roofing country tile for roofing,IS 3622: 1977,SANDSTONE (SLABS AND TILES),clay roofing country tile,roofing,alias,general_but_sufficient,product_aliases;application,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_08,flooring tile for roofing,IS 3622: 1977,SANDSTONE (SLABS AND TILES),flooring tile,roofing,alias,general_but_sufficient,product_aliases;application,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3622_1977_09,hollow clay tile for roofing,IS 3622: 1977,SANDSTONE (SLABS AND TILES),hollow clay tile,roofing,alias,general_but_sufficient,product_aliases;application,IS 1128: 1974;IS 1478: 1992;IS 1130: 1969;IS 5779: 1986,generated_from_metadata,
fcq_is_3629_1986_01,STRUCTURAL TIMBER IN BUILDINGS standard,IS 3629: 1986,STRUCTURAL TIMBER IN BUILDINGS,timber,STRUCTURAL TIMBER IN BUILDINGS,product_only,specific,primary_subject,IS 2372: 2004;IS 3731: 1985;IS 12896: 1990;IS 702: 1988,generated_from_metadata,
fcq_is_3629_1986_02,Need the Indian Standard covering STRUCTURAL TIMBER IN BUILDINGS,IS 3629: 1986,STRUCTURAL TIMBER IN BUILDINGS,timber,STRUCTURAL TIMBER IN BUILDINGS,natural_language,specific,title,IS 2372: 2004;IS 3731: 1985;IS 12896: 1990;IS 702: 1988,generated_from_metadata,
fcq_is_362_1991_01,PARLIAMENT HINGES standard,IS 362: 1991,PARLIAMENT HINGES,hinge,PARLIAMENT HINGES,product_only,specific,primary_subject,IS 12817: 1997;IS 1341: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_362_1991_02,Need the Indian Standard covering PARLIAMENT HINGES,IS 362: 1991,PARLIAMENT HINGES,hinge,PARLIAMENT HINGES,natural_language,specific,title,IS 12817: 1997;IS 1341: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_3677_1985_01,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION standard,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,thermal insulation,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,product_only,specific,primary_subject,IS 8183: 1993;IS 9742: 1993;IS 9537 (Part 4): 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_3677_1985_02,aluminium thermal insulation,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,thermal insulation,aluminium construction or composition,product_material,specific,canonical_product;material,IS 8183: 1993;IS 9742: 1993;IS 9537 (Part 4): 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_3677_1985_03,aluminium thermal insulation for thermal insulation,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,thermal insulation,aluminium product for thermal insulation,material_application,specific,canonical_product;material;application,IS 8183: 1993;IS 9742: 1993;IS 9537 (Part 4): 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_3677_1985_04,Supply thermal insulation meeting Indian Standard requirements for thermal insulation; thermal insulation; aluminium,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,thermal insulation,thermal insulation; thermal insulation; aluminium,tender_sentence,specific,canonical_product;application;function;material,IS 8183: 1993;IS 9742: 1993;IS 9537 (Part 4): 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_3677_1985_05,Need the Indian Standard covering UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,thermal insulation,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,natural_language,specific,title,IS 8183: 1993;IS 9742: 1993;IS 9537 (Part 4): 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_3709_1966_01,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows standard,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,window,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows,product_only,specific,primary_subject,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_02,window for thermal insulation,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,window,for thermal insulation,product_application,specific,canonical_product;application,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_03,steel window for thermal insulation,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,window,steel product for thermal insulation,material_application,specific,canonical_product;material;application,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_04,Supply window meeting Indian Standard requirements for thermal insulation; steel,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,window,thermal insulation; steel,tender_sentence,specific,canonical_product;application;material,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_05,Need the Indian Standard covering MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,window,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,natural_language,specific,title,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_06,"window, thermal insulation",IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,window,thermal insulation,boq_short,general_but_sufficient,canonical_product;application,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_07,ventilator for thermal insulation,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,ventilator,thermal insulation,alias,general_but_sufficient,product_aliases;application,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_08,ventilators for thermal insulation,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,ventilators,thermal insulation,alias,general_but_sufficient,product_aliases;application,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3709_1966_09,windows for thermal insulation,IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW 1. Scope – Requirements and methods of sampling and test for mastic cement for bedding of metal windows.,windows,thermal insulation,alias,general_but_sufficient,product_aliases;application,IS 7196: 1974;IS 6523: 1983;IS 6598: 1972;IS 14182: 1994,generated_from_metadata,
fcq_is_3757_1985_01,HIGH STRENGTH STRUCTURAL BOLTS standard,IS 3757: 1985,HIGH STRENGTH STRUCTURAL BOLTS,bolt,HIGH STRENGTH STRUCTURAL BOLTS,product_only,specific,primary_subject,IS 6623: 2004;IS 6649: 1985;IS 1361: 1978;IS 10388: 1982,generated_from_metadata,
fcq_is_3757_1985_02,Need the Indian Standard covering HIGH STRENGTH STRUCTURAL BOLTS,IS 3757: 1985,HIGH STRENGTH STRUCTURAL BOLTS,bolt,HIGH STRENGTH STRUCTURAL BOLTS,natural_language,specific,title,IS 6623: 2004;IS 6649: 1985;IS 1361: 1978;IS 10388: 1982,generated_from_metadata,
fcq_is_3818_1992_01,CONTINUOUS (PIANO) HINGES standard,IS 3818: 1992,CONTINUOUS (PIANO) HINGES,hinge,CONTINUOUS (PIANO) HINGES,product_only,specific,primary_subject,IS 205: 1992;IS 1341: 1992;IS 2209: 1976;IS 5455: 1969,generated_from_metadata,
fcq_is_3818_1992_02,Need the Indian Standard covering CONTINUOUS (PIANO) HINGES,IS 3818: 1992,CONTINUOUS (PIANO) HINGES,hinge,CONTINUOUS (PIANO) HINGES,natural_language,specific,title,IS 205: 1992;IS 1341: 1992;IS 2209: 1976;IS 5455: 1969,generated_from_metadata,
fcq_is_3828_1966_01,VENTILATOR CHAINS standard,IS 3828: 1966,VENTILATOR CHAINS,window,VENTILATOR CHAINS,product_only,specific,primary_subject,IS 8760: 1978;IS 4351: 2003;IS 3847: 1992;IS 712: 1984,generated_from_metadata,
fcq_is_3828_1966_02,Need the Indian Standard covering VENTILATOR CHAINS,IS 3828: 1966,VENTILATOR CHAINS,window,VENTILATOR CHAINS,natural_language,specific,title,IS 8760: 1978;IS 4351: 2003;IS 3847: 1992;IS 712: 1984,generated_from_metadata,
fcq_is_383_1970_01,COARSE AND FINE AGGREGATES FROM NATURAL SOURCES FOR CONCRETE standard,IS 383: 1970,COARSE AND FINE AGGREGATES FROM NATURAL SOURCES FOR CONCRETE,aggregate,COARSE AND FINE AGGREGATES FROM NATURAL SOURCES FOR CONCRETE,product_only,specific,primary_subject,IS 2686: 1977;IS 6579: 1981;IS 3466: 1988;IS 3068: 1986,generated_from_metadata,
fcq_is_383_1970_02,Need the Indian Standard covering COARSE AND FINE AGGREGATES FROM NATURAL SOURCES FOR CONCRETE,IS 383: 1970,COARSE AND FINE AGGREGATES FROM NATURAL SOURCES FOR CONCRETE,aggregate,COARSE AND FINE AGGREGATES FROM NATURAL SOURCES FOR CONCRETE,natural_language,specific,title,IS 2686: 1977;IS 6579: 1981;IS 3466: 1988;IS 3068: 1986,generated_from_metadata,
fcq_is_3843_1995_01,STEEL BACK FLAP HINGES standard,IS 3843: 1995,STEEL BACK FLAP HINGES,hinge,STEEL BACK FLAP HINGES,product_only,specific,primary_subject,IS 12817: 1997;IS 1341: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_3843_1995_02,Need the Indian Standard covering STEEL BACK FLAP HINGES,IS 3843: 1995,STEEL BACK FLAP HINGES,hinge,STEEL BACK FLAP HINGES,natural_language,specific,title,IS 12817: 1997;IS 1341: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_3847_1992_01,MORTICE NIGHT LATCHES standard,IS 3847: 1992,MORTICE NIGHT LATCHES,latch,MORTICE NIGHT LATCHES,product_only,specific,primary_subject,IS 1019: 1974;IS 5930: 1970;IS 3828: 1966;IS 4098: 1983,generated_from_metadata,
fcq_is_3847_1992_02,Need the Indian Standard covering MORTICE NIGHT LATCHES,IS 3847: 1992,MORTICE NIGHT LATCHES,latch,MORTICE NIGHT LATCHES,natural_language,specific,title,IS 1019: 1974;IS 5930: 1970;IS 3828: 1966;IS 4098: 1983,generated_from_metadata,
fcq_is_3921_1985_01,ALUMINIUM CHANNELS standard,IS 3921: 1985,ALUMINIUM CHANNELS,channel,ALUMINIUM CHANNELS,product_only,specific,primary_subject,IS 3954: 1991;IS 808: 1989;IS 3908: 1986;IS 6579: 1981,generated_from_metadata,
fcq_is_3921_1985_02,aluminium channel,IS 3921: 1985,ALUMINIUM CHANNELS,channel,aluminium construction or composition,product_material,specific,canonical_product;material,IS 3954: 1991;IS 808: 1989;IS 3908: 1986;IS 6579: 1981,generated_from_metadata,
fcq_is_3921_1985_03,Supply channel meeting Indian Standard requirements for aluminium,IS 3921: 1985,ALUMINIUM CHANNELS,channel,aluminium,tender_sentence,specific,canonical_product;material,IS 3954: 1991;IS 808: 1989;IS 3908: 1986;IS 6579: 1981,generated_from_metadata,
fcq_is_3921_1985_04,Need the Indian Standard covering ALUMINIUM CHANNELS,IS 3921: 1985,ALUMINIUM CHANNELS,channel,ALUMINIUM CHANNELS,natural_language,specific,title,IS 3954: 1991;IS 808: 1989;IS 3908: 1986;IS 6579: 1981,generated_from_metadata,
fcq_is_3921_1985_05,channels for aluminium,IS 3921: 1985,ALUMINIUM CHANNELS,channels,aluminium,alias,general_but_sufficient,product_aliases;material,IS 3954: 1991;IS 808: 1989;IS 3908: 1986;IS 6579: 1981,generated_from_metadata,
fcq_is_3921_1985_06,l-panel for aluminium,IS 3921: 1985,ALUMINIUM CHANNELS,l-panel,aluminium,alias,general_but_sufficient,product_aliases;material,IS 3954: 1991;IS 808: 1989;IS 3908: 1986;IS 6579: 1981,generated_from_metadata,
fcq_is_3951_part_2_1975_01,HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE standard,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE,tile,HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE,product_only,specific,primary_subject,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 10360: 1982;IS 2548 (Part 2): 1996,generated_from_metadata,
fcq_is_3951_part_2_1975_02,clay tile for roofing,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE,tile,clay product for roofing,material_application,specific,canonical_product;material;application,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 10360: 1982;IS 2548 (Part 2): 1996,generated_from_metadata,
fcq_is_3951_part_2_1975_03,Supply tile meeting Indian Standard requirements for roofing; clay,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE,tile,roofing; clay,tender_sentence,specific,canonical_product;application;material,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 10360: 1982;IS 2548 (Part 2): 1996,generated_from_metadata,
fcq_is_3951_part_2_1975_04,Need the Indian Standard covering HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE,tile,HOLLOW CLAY TILES FOR FLOORS AND ROOFS PART 2 STRUCTURAL TYPE,natural_language,specific,title,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 10360: 1982;IS 2548 (Part 2): 1996,generated_from_metadata,
fcq_is_3952_1988_01,BURNT CLAY HOLLOW BRICKS FOR WALLS AND PARTITIONS standard,IS 3952: 1988,BURNT CLAY HOLLOW BRICKS FOR WALLS AND PARTITIONS,brick,BURNT CLAY HOLLOW BRICKS FOR WALLS AND PARTITIONS,product_only,specific,primary_subject,IS 2222: 1991;IS 3583: 1988;IS 3951 (Part 1): 1975;IS 1478: 1992,generated_from_metadata,
fcq_is_3952_1988_02,Need the Indian Standard covering BURNT CLAY HOLLOW BRICKS FOR WALLS AND PARTITIONS,IS 3952: 1988,BURNT CLAY HOLLOW BRICKS FOR WALLS AND PARTITIONS,brick,BURNT CLAY HOLLOW BRICKS FOR WALLS AND PARTITIONS,natural_language,specific,title,IS 2222: 1991;IS 3583: 1988;IS 3951 (Part 1): 1975;IS 1478: 1992,generated_from_metadata,
fcq_is_3954_1991_01,HOT ROLLED CHANNEL SECTIONS FOR GENERAL ENGINEERING PURPOSES – DIMENSIONS standard,IS 3954: 1991,HOT ROLLED CHANNEL SECTIONS FOR GENERAL ENGINEERING PURPOSES – DIMENSIONS,channel,HOT ROLLED CHANNEL SECTIONS FOR GENERAL ENGINEERING PURPOSES – DIMENSIONS,product_only,specific,primary_subject,IS 808: 1989;IS 3921: 1985;IS 1730: 1989;IS 12778: 2004,generated_from_metadata,
fcq_is_3954_1991_02,Need the Indian Standard covering HOT ROLLED CHANNEL SECTIONS FOR GENERAL ENGINEERING PURPOSES – DIMENSIONS,IS 3954: 1991,HOT ROLLED CHANNEL SECTIONS FOR GENERAL ENGINEERING PURPOSES – DIMENSIONS,channel,HOT ROLLED CHANNEL SECTIONS FOR GENERAL ENGINEERING PURPOSES – DIMENSIONS,natural_language,specific,title,IS 808: 1989;IS 3921: 1985;IS 1730: 1989;IS 12778: 2004,generated_from_metadata,
fcq_is_3989_1984_01,pipe fitting for flooring,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,pipe fitting,for flooring,product_application,specific,canonical_product;application,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_02,cast iron pipe fitting for flooring,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,pipe fitting,cast iron product for flooring,material_application,specific,canonical_product;material;application,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_03,socket for flooring,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,pipe fitting,socket used for flooring,subtype_application,specific,product_subtype;application,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_04,Supply pipe fitting meeting Indian Standard requirements for flooring; cast iron,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,pipe fitting,flooring; cast iron,tender_sentence,specific,canonical_product;application;material,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_05,Need the Indian Standard covering CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,pipe fitting,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,natural_language,specific,title,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_06,"pipe fitting, flooring",IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,pipe fitting,flooring,boq_short,general_but_sufficient,canonical_product;application,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_07,bend for flooring,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,bend,flooring,alias,general_but_sufficient,product_aliases;application,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_08,bends for flooring,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,bends,flooring,alias,general_but_sufficient,product_aliases;application,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_3989_1984_09,coupler for flooring,IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET SOIL WASTE AND VENTILATING PIPES FITTINGS AND ACCESSORIES,coupler,flooring,alias,general_but_sufficient,product_aliases;application,IS 2002: 1979;IS 1230: 1979;IS 1726: 1991;IS 3384: 1986,generated_from_metadata,
fcq_is_399_1963_01,CLASSIFICATION OF COMMERCIAL TIMBERS AND THEIR ZONAL DISTRIBUTION standard,IS 399: 1963,CLASSIFICATION OF COMMERCIAL TIMBERS AND THEIR ZONAL DISTRIBUTION,timber,CLASSIFICATION OF COMMERCIAL TIMBERS AND THEIR ZONAL DISTRIBUTION,product_only,specific,primary_subject,IS 3629: 1986;IS 190: 1991;IS 9893: 1981;IS 3921: 1985,generated_from_metadata,
fcq_is_399_1963_02,Need the Indian Standard covering CLASSIFICATION OF COMMERCIAL TIMBERS AND THEIR ZONAL DISTRIBUTION,IS 399: 1963,CLASSIFICATION OF COMMERCIAL TIMBERS AND THEIR ZONAL DISTRIBUTION,timber,CLASSIFICATION OF COMMERCIAL TIMBERS AND THEIR ZONAL DISTRIBUTION,natural_language,specific,title,IS 3629: 1986;IS 190: 1991;IS 9893: 1981;IS 3921: 1985,generated_from_metadata,
fcq_is_4021_1995_01,"TIMBER DOOR, WINDOW AND VENTILATOR FRAMES standard",IS 4021: 1995,"TIMBER DOOR, WINDOW AND VENTILATOR FRAMES",window,"TIMBER DOOR, WINDOW AND VENTILATOR FRAMES",product_only,specific,primary_subject,IS 1003 (Part 1): 2003;IS 1003 (Part 2): 1994;IS 4948: 2002;IS 14856: 2000,generated_from_metadata,
fcq_is_4021_1995_02,"Need the Indian Standard covering TIMBER DOOR, WINDOW AND VENTILATOR FRAMES",IS 4021: 1995,"TIMBER DOOR, WINDOW AND VENTILATOR FRAMES",window,"TIMBER DOOR, WINDOW AND VENTILATOR FRAMES",natural_language,specific,title,IS 1003 (Part 1): 2003;IS 1003 (Part 2): 1994;IS 4948: 2002;IS 14856: 2000,generated_from_metadata,
